"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Antigua and Barbuda","ATG","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.4085635347848","","","","","22.4515950594337","","","","","21.9761180428363","","","","","22.1343296076435","","","","","22.5288761062762","23.1478617038523","21.4710504378955","20.7353850736625","19.7255836182805","19.6963877942929","18.4609303216643","18.6223428464755","","","","",
"Australia","AUS","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4118546340861","","","","","10.426396579877","","","","","10.8437236627653","","","","","10.597133611302","","","","","10.6188794048093","11.0472649248094","10.5370899888968","9.987683889602","9.49297875176193","9.32001528859246","8.61450892396923","8.55032440147794","","","","",
"Austria","AUT","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.8666882522145","","","","","15.7061258069427","","","","","15.3553628184252","","","","","15.592062647125","","","","","15.1491399543527","15.5733709260358","14.282332052066","14.0816134772545","13.3792279402368","13.5410951655305","12.5968160524095","12.4779667308248","","","","",
"Azerbaijan","AZE","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.9429148197785","","","","","23.3914288602793","","","","","22.8807720019118","","","","","22.8657059913323","","","","","23.0476012009805","23.6298687996479","22.1808103351695","22.2787804649609","20.7100675132803","21.4141228108411","20.2081566380035","19.9286636166698","","","","",
"Burundi","BDI","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.2488883301515","","","","","40.0095359047131","","","","","40.9557801196629","","","","","40.1478129857621","","","","","38.3811682528793","38.2361912138609","41.0113277588908","39.9710720374836","39.3875586351983","38.4308804776861","38.65322349306","38.8962679482295","","","","",
"Belgium","BEL","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.5874964252016","","","","","16.4960657238411","","","","","15.6624512189871","","","","","15.4363514574039","","","","","16.0093192335248","15.6984425660181","14.7418936525439","14.022669855411","13.2336213038739","13.5665230328776","12.8330875090711","12.8865184713072","","","","",
"Benin","BEN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.2201360958666","","","","","38.0784716267835","","","","","39.776293240581","","","","","34.3288088985177","","","","","32.3929691623113","32.5808462339065","31.9920004396705","31.4432986543429","29.6604556737574","40.4706826318169","38.4477036582204","38.9999587632257","","","","",
"Burkina Faso","BFA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.0146612567422","","","","","45.1089335182779","","","","","44.8831116719604","","","","","39.335115187615","","","","","37.4913287244265","37.2813754909085","38.7841514647357","33.2872002087149","33.9690931656904","46.5621675758196","41.5372429103562","42.9355925055958","","","","",
"Bangladesh","BGD","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.5956296327088","","","","","61.8031439877725","","","","","63.0363418042722","","","","","68.8735459074661","","","","","70.7649956561969","70.2105488970643","70.7939088190512","65.6450828942286","68.3953773999732","66.965749241971","60.1262746665842","60.8457845768598","","","","",
"Bulgaria","BGR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.5598809577817","","","","","25.4928101476946","","","","","24.0898088199408","","","","","23.267300130887","","","","","22.7561954933364","24.3003270160439","22.6446557816423","20.9996370886972","20.7435699611911","20.7764274157217","19.2830130341207","19.1491323370921","","","","",
"Bahrain","BHR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.1587615823942","","","","","68.1233494155679","","","","","67.9577893383379","","","","","64.5872757767634","","","","","65.6308809736381","63.7324992882939","70.2874825415208","67.794678177984","62.758543707641","72.6046774264373","69.8641823640273","70.8162076823101","","","","",
"Bahamas, The","BHS","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.019923737563","","","","","21.2866268998626","","","","","21.3182006569771","","","","","21.0663565154046","","","","","21.1105136971362","21.7744249405106","20.3170756932496","19.9094007901768","18.4953332809446","18.8863062069471","17.6513206940833","17.3677204858567","","","","",
"Bosnia and Herzegovina","BIH","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.3525578052722","","","","","29.3396139098119","","","","","33.1722601843176","","","","","33.772121067202","","","","","32.3001560924824","34.1918664789545","31.7732597083639","30.4462307541208","28.7773251270833","29.62283838547","27.5944670874007","27.7476689647337","","","","",
"Belarus","BLR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.5858482611095","","","","","22.6568869959596","","","","","22.6502661292655","","","","","22.8719005528036","","","","","23.3194095815656","22.9111457833362","21.6463722628796","20.5904595427973","19.7660536645136","20.0762763601327","18.8782395170299","18.7655799063811","","","","",
"Belize","BLZ","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.429802340104","","","","","27.1251925184233","","","","","27.8414398265816","","","","","28.2925787310042","","","","","28.2730541965825","28.8004462756898","27.4091221262169","27.2844396614662","24.421148092659","25.2168256558382","23.0656842383796","23.0118921090113","","","","",
"Bermuda","BMU","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.7497593411712","","","","","11.6910110552035","","","","","14.8054427482806","","","","","14.7755869189994","","","","","14.6473815127597","14.8431129198767","13.9790826313443","13.4788509478601","12.8064147726534","12.4179610821468","11.6599436225998","11.646359194991","","","","",
"Bolivia","BOL","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.9526794872488","","","","","24.6725723928815","","","","","26.2544413947557","","","","","29.3956430013118","","","","","29.5728098986586","27.9042043928553","26.3902438849335","26.0904689724638","24.8188293201879","22.4763999240855","21.3866041028025","21.5689865956858","","","","",
"Brazil","BRA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.1438614382675","","","","","15.4128568980135","","","","","15.7734811860184","","","","","15.5959257322181","","","","","15.9552850623393","15.9127979882089","15.2854557635981","14.6099009220172","13.989934768646","13.5946556248812","12.6586760087632","12.7066294740724","","","","",
"Barbados","BRB","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.2125217340507","","","","","28.2458825014992","","","","","28.4794561939798","","","","","28.4828009987867","","","","","28.2168144128082","29.3034896712655","27.0335295598113","26.2302305442659","25.1830144736914","24.6862408249598","23.4591998416279","23.0801758047572","","","","",
"Brunei Darussalam","BRN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.73229822202624","","","","","6.83956834251255","","","","","6.88451352392684","","","","","7.24439177038536","","","","","7.41700440262452","7.36618712214386","7.57082294863593","6.70948968257737","6.18083011458724","6.48417977386146","5.92760007169152","5.90306546792381","","","","",
"Bhutan","BTN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.2059690673873","","","","","40.0750749578279","","","","","39.7495788195725","","","","","43.0196356556158","","","","","43.961883169177","43.0717032876702","42.9322728903261","41.8819070055062","40.839673733048","39.8186387277385","37.2243639362562","37.926503204094","","","","",
"Botswana","BWA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.4354308255046","","","","","24.986308924609","","","","","25.3018243731194","","","","","25.0737269309676","","","","","25.724720717595","24.5921145917485","24.8540389372008","24.874259310378","24.1512777920262","24.3302579595546","23.6312674185731","23.094386181065","","","","",
"Central African Republic","CAF","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.2871560899503","","","","","53.4042559118869","","","","","51.5721435267349","","","","","52.8966335089394","","","","","51.533319611598","51.2295313656511","53.3588338440954","50.874913683433","49.3563637631035","58.3260985147378","56.9854224760331","56.8284973827312","","","","",
"Canada","CAN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.22586390838069","","","","","8.10393059888351","","","","","8.2809835638994","","","","","8.49546913726218","","","","","8.38445726234609","8.62446106021405","8.10741049508877","7.79163612486354","7.42841986407115","7.15158214464181","6.54907476129371","6.42838313258525","","","","",
"Central Europe and the Baltics","CEB","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.8180460585383","","","","","22.9158237522222","","","","","21.5599051535744","","","","","21.6090396645917","","","","","21.9880286565377","21.9098300385535","20.2036248901265","19.2253757798309","18.6091962291898","18.994103800455","17.6410876391952","17.6332921135872","","","","",
"Switzerland","CHE","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.2283726553172","","","","","13.3705608058867","","","","","12.6907640595053","","","","","12.8618159955264","","","","","12.9222197296525","13.0492212150514","12.2613880127188","11.8200549924358","11.3891071872707","11.1652546798053","10.3426304652567","10.3031001048906","","","","",
"Channel Islands","CHI","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.6760565704822","","","","","24.943241526591","","","","","26.1685947683912","","","","","25.5273169833417","","","","","25.8922916949858","27.2458670675305","25.0471553039699","23.9366936042629","22.8682518073035","22.5697925543167","20.8768704085084","21.0362990619754","","","","",
"China","CHN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.7650066385472","","","","","58.6601588038163","","","","","60.7048393224178","","","","","66.1745038879297","","","","","69.4795704098502","70.5420288260625","63.8270168403804","65.5145502176156","59.767367508178","59.0634224622344","52.2113220381052","52.6645958291981","","","","",
"Cote d'Ivoire","CIV","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.8732006371708","","","","","24.8516922381457","","","","","25.2634935105474","","","","","21.828811803797","","","","","21.6177050045333","22.5930725475998","22.4944044705046","21.305543161003","20.9001776437824","27.6874939617682","26.6747041085018","25.8862663364222","","","","",
"Cameroon","CMR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.0066749022861","","","","","72.5750130995431","","","","","70.8294828226436","","","","","63.453084420867","","","","","59.2934031505085","58.0769014769414","62.776696996933","58.186338147769","56.7153055798615","77.0517429779876","73.2052912702734","72.7930962237353","","","","",
"Congo, Dem. Rep.","COD","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.2331345035832","","","","","43.4830348273219","","","","","44.7617445693486","","","","","42.0434387166272","","","","","41.3980393308066","41.4932879518651","43.0367715681656","44.4957609524039","42.5494471010008","44.9311859243259","45.4995001760321","44.9092635986842","","","","",
"Congo, Rep.","COG","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.687160730001","","","","","42.6625650138873","","","","","43.5987852102714","","","","","42.6890518199943","","","","","42.0090921086364","44.1555934546283","43.489987189081","46.1266373227817","45.8528162684726","44.1476951394146","45.7110423973119","46.6382202758892","","","","",
"Colombia","COL","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.3835154068371","","","","","20.0132370260885","","","","","20.053419966933","","","","","21.2847753629773","","","","","21.4978454233525","21.3677787511874","20.5366362157463","19.2233480224231","18.3442052573323","17.3002842821175","16.580600367949","16.5272102219124","","","","",
"Comoros","COM","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.7539912721864","","","","","21.0774230373692","","","","","21.5440557162257","","","","","21.2432064306257","","","","","20.6663578844449","21.0201604355961","21.2526292004144","21.047961835469","21.5020719890253","20.7155574585704","20.4827277304833","20.5468245996681","","","","",
"Cabo Verde","CPV","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.1387253276867","","","","","36.3646106945812","","","","","36.6281241632985","","","","","30.26240910452","","","","","27.5964406735222","31.6417781748099","32.9409930254958","32.0858434168133","31.6210811139822","38.6336136590695","33.3923307503611","34.7787001010668","","","","",
"Costa Rica","CRI","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.3087643200652","","","","","18.5616402596707","","","","","19.4121020855013","","","","","19.6573072133395","","","","","19.2729527243907","19.7021329340499","19.335127675511","18.3415171125168","17.5436341138655","16.8792899428772","15.6558122715552","15.7259203021082","","","","",
"Caribbean small states","CSS","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.5796530887424","","","","","22.6115758940537","","","","","22.7258501983583","","","","","23.0458472982862","","","","","22.8800435082164","23.6044496222166","22.1764999913285","21.456414441186","19.9665404854642","20.0873756309981","19.1023773222892","19.0098316755753","","","","",
"Cuba","CUB","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.792351637822","","","","","24.2596517372967","","","","","24.1373678979693","","","","","24.0099193558136","","","","","23.9332977278498","24.7873196315851","23.239787139786","22.8507432819569","21.2962343289296","20.8640995675413","19.7378413521182","19.7060474004201","","","","",
"Curacao","CUW","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.9065766023037","","","","","20.517221800891","","","","","20.184993974631","","","","","19.7180449032934","","","","","20.0818659942818","20.0909639911253","19.2248432088374","18.6845457352246","18.2935273677138","19.1013476314892","16.9580216019328","17.2944061994662","","","","",
"Czech Republic","CZE","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.4036181858368","","","","","22.1213318691699","","","","","20.4367067354614","","","","","19.9465925769154","","","","","20.6768704738304","20.0812466454923","18.7431760787781","17.996286996353","17.3912154857519","17.4164516917418","16.1005837025673","16.0712453523646","","","","",
"Germany","DEU","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.0165236362218","","","","","15.6253702231789","","","","","14.9039348791091","","","","","14.5352084430106","","","","","15.1894949596923","14.6642284358983","13.5776422635013","13.1919194625204","12.751220573963","12.8260975790022","11.9378111237007","12.028767360745","","","","",
"Djibouti","DJI","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.8771655864443","","","","","41.2240135446531","","","","","40.9801085585051","","","","","39.1729406755983","","","","","38.2408692688594","40.4418354600315","39.9428207904797","40.103773025949","41.2597275378737","45.9508085109314","45.8688751305626","45.5496175977411","","","","",
"Dominica","DMA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.3414291146345","","","","","22.8656501699093","","","","","22.9554165023243","","","","","23.5628359694142","","","","","23.7407461881154","24.2761229836168","22.2157992533518","22.1510682746978","21.0103074675552","20.6887886262143","19.9881483485513","19.4931537608634","","","","",
"Denmark","DNK","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.2549303861478","","","","","12.6675474687608","","","","","12.4169394174272","","","","","12.0784280072651","","","","","11.9291481716307","12.6623313832271","11.1155250054339","10.8202788440922","11.0667045307585","10.6572856560768","10.0959719641464","10.0296534385694","","","","",
"Dominican Republic","DOM","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.4440736558284","","","","","15.7391400637301","","","","","16.4531496034784","","","","","16.5854453705487","","","","","16.8744654587147","17.2997798585331","16.1528399096455","15.3969506332624","14.1880736961777","14.8582207607442","13.6902277245854","13.726321150433","","","","",
"Algeria","DZA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.9302577059946","","","","","36.4565841837832","","","","","37.5360503002013","","","","","35.8588265111515","","","","","33.6358202624012","33.8340477410328","33.3668262043692","34.2453279072063","35.563917177565","36.0891635653848","39.853273847241","38.8840106983002","","","","",
"East Asia & Pacific (excluding high income)","EAP","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.4134208294556","","","","","48.8810761318715","","","","","50.0308624410208","","","","","53.9031462348215","","","","","55.8449758739428","56.3911355590382","51.6618202197154","52.4787976220128","48.1641809255584","47.4224443095391","42.3433313331475","42.5872389891289","","","","",
"Early-demographic dividend","EAR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.5532699848188","","","","","57.2689888405493","","","","","58.1541307873259","","","","","61.3275831392474","","","","","64.2886859482043","64.855905189637","60.3799907505824","61.400951079206","60.0027352441884","60.6222395700601","59.8786430609049","60.3683073688118","","","","",
"East Asia & Pacific","EAS","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.9163041977524","","","","","45.4439496489349","","","","","46.5854567194078","","","","","50.1450312384762","","","","","51.9120112931821","52.42434478034","48.081433620806","48.870659345661","44.8993782570981","44.2748826966523","39.5697654156204","39.8027872439493","","","","",
"Europe & Central Asia (excluding high income)","ECA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.6449385705704","","","","","26.5733868709063","","","","","26.2722552479991","","","","","26.1783856226719","","","","","27.1286798733033","26.853830483508","26.0190946513131","25.6209163560467","24.7675471391923","25.9311990257802","24.8273418118606","24.9406403292973","","","","",
"Europe & Central Asia","ECS","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.9286782686228","","","","","20.8672727476335","","","","","20.335489608302","","","","","20.1538476047423","","","","","20.5834900872023","20.5752977893578","19.5006595582593","19.0801545935863","18.3916392972363","19.0006986963815","18.0099593345005","18.0834748858428","","","","",
"Ecuador","ECU","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.4244336396899","","","","","18.485009249894","","","","","18.7002650125971","","","","","19.9146689169184","","","","","19.9791881235595","19.3219949957209","19.5577104818053","18.1186093049907","16.2341875136812","15.6997076125771","14.9815780055032","14.8861006610676","","","","",
